"authors","title","doi","journal","habitat","region","scale_name","scale_size_m2","scale_size_km","type_study","sp_sar","richness","n_ind","simpson_diver","shannon_diver","n_rows","scale_type","record"
"Xiang, Dan; Verbruggen, Erik; Hu, Yajun; Veresoglou, Stavros D.; Rillig, Matthias C.; Zhou, Wenping; Xu, Tianle; Li, Huan; Hao, Zhipeng; Chen, Yongliang; Chen, Baodong","Land use influences arbuscular mycorrhizal fungal communities in the farming-pastoral ecotone of northern China","10.1111/nph.12961","NEW PHYTOLOGIST","grassland","Asia","area",100,NA,"obs",0,7,500,0.812170858,1.790377597,7,"ecological_scale","m2"
"Brandle, M; Stadler, J; Klotz, S; Brandl, R","Distributional range size of weedy plant species is correlated to germination patterns","10.1890/0012-9658(2003)084[0136:DRSOWP]2.0.CO;2","ECOLOGY","grassland","Europe","area",400,NA,"obs",0,11,2000,0.822549279,1.969800613,7,"ecological_scale","m2"
"Neuenkamp, Lena; Lewis, Rob John; Koorem, Kadri; Zobel, Kristjan; Zobel, Martin","Changes in dispersal and light capturing traits explain post-abandonment community change in semi-natural grasslands","10.1111/jvs.12449","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","area",1500000,NA,"obs",90,103,7500000,0.98140941,4.306208206,7,"ecological_scale","m2"
"Harrison, Susan; Cornell, Howard; Moore, Kara A.","Spatial niches and coexistence: testing theory with tarweeds","10.1890/09-0742.1","ECOLOGY","grassland","North America","area",330000,NA,"obs",73,70,1650000,0.949832845,3.690307773,7,"ecological_scale","m2"
"Ares, J; Del Valle, H; Bisigato, A","Detection of process-related changes in plant patterns at extended spatial scales during early dryland desertification","10.1046/j.1365-2486.2003.00690.x","GLOBAL CHANGE BIOLOGY","shrubland","South America","area",3e+08,NA,"obs",148,393,1.5e+09,0.995355658,5.653375319,7,"ecological_scale","m2"
"Arroyo-Rodriguez, Victor; Roes, Matthias; Escobar, Federico; Melo, Felipe P. L.; Santos, Braulio A.; Tabarelli, Marcelo; Chazdon, Robin","Plant beta-diversity in fragmented rain forests: testing floristic homogenization and differentiation hypotheses","10.1111/1365-2745.12153","JOURNAL OF ECOLOGY","forest","North America","landscape",NA,NA,"obs",NA,NA,NA,NA,NA,84,"ecological_scale",NA
"Grigulis, K; Lavorel, S; Davies, ID; Dossantos, A; Lloret, F; Vila, M","Landscape-scale positive feedbacks between fire and expansion of the large tussock grass, Ampelodesmos mauritanica in Catalan shrublands","10.1111/j.1365-2486.2005.00980.x","GLOBAL CHANGE BIOLOGY","forest","Europe","landscape",1e+06,NA,"obs",85,93,5e+06,0.982643992,4.270430559,84,"ecological_scale","m2"
"Sheffer, Efrat; Canham, Charles D.; Kigel, Jaime; Perevolotsky, Avi","Landscape-scale density-dependent recruitment of oaks in planted forests: More is not always better","10.1890/12-2121.1","ECOLOGY","forest","Europe","landscape",2.21e+10,NA,"obs",195,1155,1.11e+11,0.998027857,6.68088544,84,"ecological_scale","m2"
"Hevia, Violeta; Carmona, Carlos P.; Azcarate, Francisco M.; Torralba, Mario; Alcorlo, Paloma; Arino, Ruben; Lozano, Jorge; Castro-Cobo, Sara; Gonzalez, Jose A.","Effects of land use on taxonomic and functional diversity: a cross-taxon analysis in a Mediterranean landscape","10.1007/s00442-015-3512-2","OECOLOGIA","forest","Europe","landscape",281230000,NA,"obs",147,386,1406150000,0.994835333,5.582014441,84,"ecological_scale","m2"
"Rejou-Mechain, Maxime; Flores, Olivier; Bourland, Nils; Doucet, Jean-Louis; Feteke, Richard F.; Pasquier, Alexandra; Hardy, Olivier J.","Spatial aggregation of tropical trees at multiple spatial scales","10.1111/j.1365-2745.2011.01873.x","JOURNAL OF ECOLOGY","forest","Africa","landscape",NA,10,"obs",NA,NA,NA,NA,NA,84,"ecological_scale","km"
"Rejou-Mechain, Maxime; Flores, Olivier; Bourland, Nils; Doucet, Jean-Louis; Feteke, Richard F.; Pasquier, Alexandra; Hardy, Olivier J.","Spatial aggregation of tropical trees at multiple spatial scales","10.1111/j.1365-2745.2011.01873.x","JOURNAL OF ECOLOGY","forest","Africa","landscape",NA,80,"obs",NA,NA,NA,NA,NA,84,"ecological_scale","km"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","forest","North America","landscape",45000,NA,"obs",51,42,225000,0.953056511,3.389210815,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","forest","North America","landscape",180000,NA,"obs",66,60,9e+05,0.974729283,3.850675161,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","forest","North America","landscape",720000,NA,"obs",82,85,3600000,0.973936405,4.048768703,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","forest","North America","landscape",2900000,NA,"obs",97,122,14500000,0.98572742,4.501815735,84,"ecological_scale","m2"
"Vanbergen, Adam J.; Watt, Allan D.; Mitchell, Ruth; Truscott, Anne-Marie; Palmer, Stephen C. F.; Ivits, Eva; Eggleton, Paul; Jones, T. Hefin; Sousa, Jose Paulo","Scale-specific correlations between habitat heterogeneity and soil fauna diversity along a landscape structure gradient","10.1007/s00442-007-0766-3","OECOLOGIA","forest","Europe","landscape",1e+06,NA,"obs",85,93,5e+06,0.982002356,4.239022633,84,"ecological_scale","m2"
"Buler, Jeffrey J.; Moore, Frank R.; Woltmann, Stefan","A multi-scale examination of stopover habitat use by birds","10.1890/06-1871.1","ECOLOGY","forest","North America","landscape",225000,NA,"obs",69,63,1125000,0.975118285,3.874267447,84,"ecological_scale","m2"
"Dobert, Timm F.; Webber, Bruce L.; Sugau, John B.; Dickinson, Katharine J. M.; Didham, Raphael K.","Logging increases the functional and phylogenetic dispersion of understorey plant communities in tropical lowland rain forest","10.1111/1365-2745.12792","JOURNAL OF ECOLOGY","forest","Asia","landscape",992951,NA,"obs",85,93,4964755,0.979796548,4.177003455,84,"ecological_scale","m2"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","forest","Europe","landscape",1.6e+07,NA,"obs",116,188,8e+07,0.987933862,4.808976867,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","grassland","North America","landscape",45000,NA,"obs",51,42,225000,0.963244767,3.504079179,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","grassland","North America","landscape",180000,NA,"obs",66,60,9e+05,0.973067845,3.84129119,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","grassland","North America","landscape",720000,NA,"obs",82,85,3600000,0.980550272,4.167692708,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","grassland","North America","landscape",2900000,NA,"obs",97,122,14500000,0.987364676,4.568982032,84,"ecological_scale","m2"
"Reitalu, T.; Prentice, H. C.; Sykes, M. T.; Lonn, M.; Johansson, L. J.; Hall, K.","Plant species segregation on different spatial scales in semi-natural grasslands","10.3170/2008-8-18381","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","landscape",20250000,NA,"obs",118,199,101250000,0.991862394,5.02761497,84,"ecological_scale","m2"
"Carmona, Carlos P.; Guerrero, Irene; Peco, Begona; Morales, Manuel B.; Onate, Juan J.; Part, Tomas; Tscharntke, Teja; Liira, Jaan; Aavik, Tsipe; Emmerson, Mark C.; Berendse, Frank; Ceryngier, Piotr; Bretagnolle, Vincent; Weisser, Wolfgang W.; Bengtsson, Jan","Agriculture intensification reduces plant taxonomic and functional diversity across European arable systems","10.1111/1365-2435.13608","FUNCTIONAL ECOLOGY","grassland","Europe","landscape",1e+06,NA,"obs",85,93,5e+06,0.976652344,4.145256208,84,"ecological_scale","m2"
"Carmona, Carlos P.; Guerrero, Irene; Peco, Begona; Morales, Manuel B.; Onate, Juan J.; Part, Tomas; Tscharntke, Teja; Liira, Jaan; Aavik, Tsipe; Emmerson, Mark C.; Berendse, Frank; Ceryngier, Piotr; Bretagnolle, Vincent; Weisser, Wolfgang W.; Bengtsson, Jan","Agriculture intensification reduces plant taxonomic and functional diversity across European arable systems","10.1111/1365-2435.13608","FUNCTIONAL ECOLOGY","grassland","Europe","landscape",1588750,NA,"obs",90,105,7943750,0.974972884,4.208637835,84,"ecological_scale","m2"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","landscape",1.6e+07,NA,"obs",116,188,8e+07,0.988653068,4.863760487,84,"ecological_scale","m2"
"Grigulis, K; Lavorel, S; Davies, ID; Dossantos, A; Lloret, F; Vila, M","Landscape-scale positive feedbacks between fire and expansion of the large tussock grass, Ampelodesmos mauritanica in Catalan shrublands","10.1111/j.1365-2486.2005.00980.x","GLOBAL CHANGE BIOLOGY","shrubland","Europe","landscape",1e+06,NA,"obs",85,93,5e+06,0.940997034,3.846033456,84,"ecological_scale","m2"
"Hevia, Violeta; Carmona, Carlos P.; Azcarate, Francisco M.; Torralba, Mario; Alcorlo, Paloma; Arino, Ruben; Lozano, Jorge; Castro-Cobo, Sara; Gonzalez, Jose A.","Effects of land use on taxonomic and functional diversity: a cross-taxon analysis in a Mediterranean landscape","10.1007/s00442-015-3512-2","OECOLOGIA","shrubland","Europe","landscape",281230000,NA,"obs",147,386,1406150000,0.994905639,5.606856667,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","shrubland","North America","landscape",45000,NA,"obs",51,42,225000,0.959136064,3.434175851,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","shrubland","North America","landscape",180000,NA,"obs",66,60,9e+05,0.971978087,3.783369945,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","shrubland","North America","landscape",720000,NA,"obs",82,85,3600000,0.978364892,4.127064272,84,"ecological_scale","m2"
"Kumar, Sunil; Stohlgren, Thomas J.; Chong, Geneva W.","Spatial heterogeneity influences native and nonnative plant species richness","10.1890/0012-9658(2006)87[3186:SHINAN]2.0.CO;2","ECOLOGY","shrubland","North America","landscape",2900000,NA,"obs",97,122,14500000,0.983821361,4.435944683,84,"ecological_scale","m2"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","shrubland","Europe","landscape",1.6e+07,NA,"obs",116,188,8e+07,0.990000494,4.904665194,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","South America","landscape",196350,NA,"obs",67,61,981750,0.967170396,3.761913934,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","North America","landscape",196350,NA,"obs",67,61,981750,0.963310687,3.668357535,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","South America","landscape",785398,NA,"obs",82,87,3926990,0.978996154,4.130771999,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","North America","landscape",785398,NA,"obs",82,87,3926990,0.980945329,4.203148925,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","South America","landscape",3141593,NA,"obs",98,124,15707965,0.985658377,4.502727839,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","North America","landscape",3141593,NA,"obs",98,124,15707965,0.979475896,4.374764925,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","South America","landscape",7068583,NA,"obs",107,153,35342915,0.987802277,4.716404695,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","North America","landscape",7068583,NA,"obs",107,153,35342915,0.983800407,4.61413962,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","South America","landscape",12566371,NA,"obs",113,177,62831855,0.989597248,4.850886691,84,"ecological_scale","m2"
"Macedo-Reis, Luiz Eduardo; Quesada, Mauricio; Neves, Frederico de Siqueira","Forest cover drives insect guild diversity at different landscape scales in tropical dry forests","10.1016/j.foreco.2019.04.007","FOREST ECOLOGY AND MANAGEMENT","forest","North America","landscape",12566371,NA,"obs",113,177,62831855,0.986998026,4.745684118,84,"ecological_scale","m2"
"Kitazawa, T; Ohsawa, M","Patterns of species diversity in rural herbaceous communities under different management regimes, Chiba, central Japan","10.1016/S0006-3207(01)00170-7","BIOLOGICAL CONSERVATION","forest","Asia","landscape",NA,NA,"obs",NA,NA,NA,NA,NA,84,"ecological_scale",NA
"Vanderpoorten, A; Sotiaux, A; Engels, P","A GIS-based survey for the conservation of bryophytes at the landscape scale","10.1016/j.biocon.2004.04.018","BIOLOGICAL CONSERVATION","palustrine wetland","Europe","landscape",NA,NA,"obs",NA,NA,NA,NA,NA,84,"ecological_scale",NA
"Perronne, Remi; Le Corre, Valerie; Bretagnolle, Vincent; Gaba, Sabrina","Stochastic processes and crop types shape weed community assembly in arable fields","10.1111/jvs.12238","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","landscape",NA,NA,"obs",NA,NA,NA,NA,NA,84,"ecological_scale",NA
"Vleminckx, Jason; Doucet, Jean-Louis; Morin-Rivat, Julie; Biwole, Achille B.; Bauman, David; Hardy, Olivier J.; Fayolle, Adeline; Gillet, Jean-Francois; Dainou, Kasso; Gorel, Anais; Drouet, Thomas","The influence of spatially structured soil properties on tree community assemblages at a landscape scale in the tropical forests of southern Cameroon","10.1111/1365-2745.12707","JOURNAL OF ECOLOGY","forest","Africa","landscape",NA,NA,"obs",NA,NA,NA,NA,NA,84,"ecological_scale",NA
